"propNull","propAttenuation","StatisticallyEquiv","StatisticalSig","BF01","BFplus0","BF0plus","BFrep0","BF0rep","BF10"
0,0,0.895081967213115,0.937908496732026,0.937908496732026,0.888888888888889,0.970588235294118,0.908196721311475,0.980327868852459,NA
0,0,0.911475409836066,0.899022801302932,0.928104575163399,0.869281045751634,0.947712418300654,0.888524590163934,0.954098360655738,NA
0,0,0.911475409836066,0.905228758169935,0.92483660130719,0.858552631578947,0.953947368421053,0.878688524590164,0.957377049180328,0.797385620915033
0,0,0.911475409836066,0.937908496732026,0.937908496732026,0.872549019607843,0.957516339869281,0.914754098360656,0.967213114754098,NA
0,0,0.914754098360656,0.937908496732026,0.950980392156863,0.898692810457516,0.967320261437909,0.921311475409836,0.973770491803279,NA
0,0,0.921311475409836,0.92483660130719,0.937908496732026,0.875816993464052,0.947712418300654,0.918032786885246,0.967213114754098,0.84640522875817
0,0,0.924590163934426,0.92156862745098,0.947712418300654,0.88562091503268,0.970588235294118,0.904918032786885,0.977049180327869,0.84640522875817
0,0,0.924590163934426,0.92156862745098,0.950980392156863,0.862745098039216,0.964052287581699,0.888524590163934,0.970491803278689,0.833333333333333
0,0,0.924590163934426,0.931372549019608,0.950980392156863,0.892156862745098,0.964052287581699,0.914754098360656,0.973770491803279,0.859477124183007
0,0,0.924590163934426,0.931372549019608,0.954248366013072,0.892156862745098,0.96078431372549,0.914754098360656,0.973770491803279,NA
0,0,0.924590163934426,0.947712418300654,0.957516339869281,0.901960784313726,0.967320261437909,0.927868852459016,0.977049180327869,NA
0,0,0.927868852459016,0.915032679738562,0.937908496732026,0.879084967320261,0.950980392156863,0.895081967213115,0.967213114754098,NA
0,0,0.927868852459016,0.941176470588235,0.964052287581699,0.892156862745098,0.980392156862745,0.918032786885246,0.973770491803279,0.856209150326797
0,0,0.931147540983607,0.928338762214984,0.944444444444444,0.892156862745098,0.954248366013072,0.908196721311475,0.963934426229508,NA
0,0,0.931147540983607,0.931372549019608,0.941176470588235,0.866013071895425,0.96078431372549,0.904918032786885,0.963934426229508,NA
0,0,0.931147540983607,0.947712418300654,0.957516339869281,0.908496732026144,0.977124183006536,0.940983606557377,0.977049180327869,NA
0,0,0.934426229508197,0.931372549019608,0.96078431372549,0.872549019607843,0.967320261437909,0.904918032786885,0.973770491803279,NA
0,0,0.934426229508197,0.934640522875817,0.928104575163399,0.888888888888889,0.96078431372549,0.911475409836066,0.973770491803279,0.866013071895425
0,0,0.934426229508197,0.937908496732026,0.937908496732026,0.895424836601307,0.970588235294118,0.908196721311475,0.967213114754098,0.866013071895425
0,0.1,0.885245901639344,0.905228758169935,0.934640522875817,0.869281045751634,0.954248366013072,0.891803278688525,0.967213114754098,0.820261437908497
0,0.1,0.888524590163934,0.88562091503268,0.918300653594771,0.816993464052288,0.947712418300654,0.849180327868852,0.960655737704918,NA
0,0.1,0.891803278688525,0.901960784313726,0.931372549019608,0.849673202614379,0.950980392156863,0.875409836065574,0.954098360655738,NA
0,0.1,0.891803278688525,0.908794788273616,0.941176470588235,0.855737704918033,0.960655737704918,0.885245901639344,0.970491803278689,NA
0,0.1,0.895081967213115,0.928338762214984,0.941176470588235,0.856209150326797,0.96078431372549,0.901639344262295,0.967213114754098,NA
0,0.1,0.898360655737705,0.908496732026144,0.92156862745098,0.845901639344262,0.947540983606557,0.865573770491803,0.967213114754098,0.826797385620915
0,0.1,0.908196721311475,0.90228013029316,0.908496732026144,0.836065573770492,0.940983606557377,0.868852459016393,0.940983606557377,0.790849673202614
0,0.1,0.908196721311475,0.908496732026144,0.934640522875817,0.856209150326797,0.957516339869281,0.878688524590164,0.960655737704918,0.820261437908497
0,0.1,0.911475409836066,0.905228758169935,0.941176470588235,0.852941176470588,0.957516339869281,0.898360655737705,0.954098360655738,NA
0,0.1,0.911475409836066,0.918300653594771,0.934640522875817,0.843137254901961,0.947712418300654,0.875409836065574,0.957377049180328,0.80718954248366
0,0.1,0.914754098360656,0.90228013029316,0.915032679738562,0.843137254901961,0.941176470588235,0.868852459016393,0.937704918032787,0.80718954248366
0,0.1,0.914754098360656,0.918300653594771,0.937908496732026,0.836601307189543,0.954248366013072,0.875409836065574,0.960655737704918,NA
0,0.1,0.914754098360656,0.92156862745098,0.934640522875817,0.849673202614379,0.964052287581699,0.881967213114754,0.963934426229508,0.823529411764706
0,0.1,0.918032786885246,0.92483660130719,0.92483660130719,0.879084967320261,0.964052287581699,0.891803278688525,0.957377049180328,NA
0,0.1,0.927868852459016,0.915309446254072,0.934640522875817,0.875816993464052,0.947712418300654,0.881967213114754,0.954098360655738,0.836601307189543
0,0.1,0.937704918032787,0.931372549019608,0.928104575163399,0.875816993464052,0.957516339869281,0.898360655737705,0.957377049180328,NA
0,0.1,0.940983606557377,0.88562091503268,0.892156862745098,0.836601307189543,0.92483660130719,0.859016393442623,0.927868852459016,0.80718954248366
0,0.2,0.862295081967213,0.879084967320261,0.908496732026144,0.826797385620915,0.941176470588235,0.859016393442623,0.954098360655738,0.813725490196078
0,0.2,0.865573770491803,0.899022801302932,0.928104575163399,0.830065359477124,0.947712418300654,0.845901639344262,0.967213114754098,0.794117647058823
0,0.2,0.868852459016393,0.901960784313726,0.92483660130719,0.839869281045752,0.937908496732026,0.868852459016393,0.940983606557377,0.774509803921569
0,0.2,0.878688524590164,0.882736156351791,0.934640522875817,0.826797385620915,0.947712418300654,0.849180327868852,0.960655737704918,NA
0,0.2,0.881967213114754,0.905537459283388,0.918300653594771,0.820261437908497,0.96078431372549,0.859016393442623,0.950819672131147,NA
0,0.2,0.891803278688525,0.908794788273616,0.928104575163399,0.823529411764706,0.947712418300654,0.862295081967213,0.950819672131147,NA
0,0.2,0.898360655737705,0.899022801302932,0.908496732026144,0.800653594771242,0.947712418300654,0.836065573770492,0.940983606557377,0.784313725490196
0,0.2,0.901639344262295,0.915309446254072,0.92483660130719,0.830065359477124,0.944444444444444,0.868852459016393,0.954098360655738,0.76797385620915
0,0.3,0.813114754098361,0.833876221498371,0.84640522875817,0.754901960784314,0.879084967320261,0.773770491803279,0.918032786885246,NA
0,0.3,0.826229508196721,0.849673202614379,0.882352941176471,0.761437908496732,0.937908496732026,0.79672131147541,0.944262295081967,NA
0,0.3,0.826229508196721,0.850162866449511,0.88562091503268,0.797385620915033,0.915032679738562,0.813114754098361,0.918032786885246,0.751633986928105
0,0.3,0.829508196721311,0.885993485342019,0.905228758169935,0.803921568627451,0.941176470588235,0.839344262295082,0.954098360655738,NA
0,0.3,0.832786885245902,0.856677524429967,0.875816993464052,0.790849673202614,0.92483660130719,0.816393442622951,0.940983606557377,0.738562091503268
0,0.3,0.836065573770492,0.84640522875817,0.872549019607843,0.758169934640523,0.928104575163399,0.777049180327869,0.921311475409836,0.72875816993464
0,0.3,0.836065573770492,0.872549019607843,0.895424836601307,0.76797385620915,0.937908496732026,0.80655737704918,0.947540983606557,NA
0,0.3,0.845901639344262,0.852941176470588,0.869281045751634,0.761437908496732,0.92156862745098,0.786885245901639,0.924590163934426,0.715686274509804
0,0.3,0.845901639344262,0.852941176470588,0.898692810457516,0.76797385620915,0.934640522875817,0.816393442622951,0.934426229508197,0.725490196078431
0,0.3,0.845901639344262,0.853420195439739,0.879084967320261,0.777777777777778,0.905228758169935,0.816393442622951,0.931147540983607,NA
0,0.3,0.845901639344262,0.866013071895425,0.88562091503268,0.80718954248366,0.911764705882353,0.826229508196721,0.914754098360656,0.741830065359477
0,0.3,0.852459016393443,0.843137254901961,0.862745098039216,0.761437908496732,0.918300653594771,0.786885245901639,0.924590163934426,NA
0,0.3,0.852459016393443,0.882736156351791,0.908496732026144,0.803921568627451,0.934640522875817,0.839344262295082,0.931147540983607,NA
0,0.3,0.859016393442623,0.856209150326797,0.888888888888889,0.790849673202614,0.92483660130719,0.832786885245902,0.927868852459016,NA
0,0.3,0.859016393442623,0.885993485342019,0.911764705882353,0.810457516339869,0.934640522875817,0.842622950819672,0.950819672131147,0.774509803921569
0,0.3,0.868852459016393,0.859477124183007,0.895424836601307,0.774509803921569,0.92156862745098,0.80327868852459,0.927868852459016,0.72875816993464
0,0.3,0.868852459016393,0.859477124183007,0.901960784313726,0.77124183006536,0.92483660130719,0.813114754098361,0.921311475409836,NA
0,0.3,0.872131147540984,0.856677524429967,0.879084967320261,0.781045751633987,0.901960784313726,0.816393442622951,0.908196721311475,0.73202614379085
0,0.3,0.872131147540984,0.879084967320261,0.892156862745098,0.784313725490196,0.928104575163399,0.813114754098361,0.940983606557377,NA
0,0.3,0.875409836065574,0.843648208469055,0.898692810457516,0.758169934640523,0.918300653594771,0.80327868852459,0.937704918032787,0.712418300653595
0,0.4,0.731147540983607,0.856677524429967,0.888888888888889,0.73202614379085,0.92156862745098,0.773770491803279,0.934426229508197,0.676470588235294
0,0.4,0.760655737704918,0.823529411764706,0.862745098039216,0.72875816993464,0.915032679738562,0.760655737704918,0.914754098360656,0.673202614379085
0,0.4,0.760655737704918,0.833333333333333,0.862745098039216,0.73202614379085,0.918300653594771,0.747540983606557,0.921311475409836,0.663398692810457
0,0.4,0.770491803278688,0.80718954248366,0.843137254901961,0.718954248366013,0.869281045751634,0.757377049180328,0.872131147540984,NA
0,0.4,0.773770491803279,0.816993464052288,0.852941176470588,0.73202614379085,0.888888888888889,0.744262295081967,0.885245901639344,NA
0,0.4,0.777049180327869,0.785016286644951,0.84640522875817,0.676470588235294,0.875816993464052,0.721311475409836,0.865573770491803,NA
0,0.4,0.777049180327869,0.787581699346405,0.830065359477124,0.696078431372549,0.895424836601307,0.731147540983607,0.898360655737705,NA
0,0.4,0.780327868852459,0.830065359477124,0.859477124183007,0.73202614379085,0.911764705882353,0.744262295081967,0.881967213114754,NA
0,0.4,0.780327868852459,0.859477124183007,0.879084967320261,0.751633986928105,0.934640522875817,0.79672131147541,0.934426229508197,0.705882352941177
0,0.4,0.786885245901639,0.803921568627451,0.856209150326797,0.72875816993464,0.888888888888889,0.740983606557377,0.881967213114754,NA
0,0.4,0.786885245901639,0.833333333333333,0.859477124183007,0.715686274509804,0.898692810457516,0.760655737704918,0.908196721311475,0.650326797385621
0,0.4,0.79672131147541,0.804560260586319,0.859477124183007,0.722222222222222,0.892156862745098,0.727868852459016,0.908196721311475,0.660130718954248
0,0.4,0.8,0.84640522875817,0.869281045751634,0.725490196078431,0.911764705882353,0.773770491803279,0.908196721311475,0.679738562091503
0,0.4,0.80327868852459,0.817589576547231,0.862745098039216,0.738562091503268,0.908496732026144,0.734426229508197,0.908196721311475,0.683006535947712
0,0.4,0.80655737704918,0.797385620915033,0.836601307189543,0.702614379084967,0.879084967320261,0.721311475409836,0.872131147540984,NA
0,0.4,0.80655737704918,0.797385620915033,0.852941176470588,0.712418300653595,0.88562091503268,0.737704918032787,0.881967213114754,NA
0,0.4,0.80655737704918,0.813725490196078,0.859477124183007,0.709150326797386,0.888888888888889,0.734426229508197,0.885245901639344,0.660130718954248
0,0.4,0.809836065573771,0.837133550488599,0.869281045751634,0.738562091503268,0.918300653594771,0.757377049180328,0.918032786885246,NA
0,0.4,0.816393442622951,0.839869281045752,0.882352941176471,0.718954248366013,0.911764705882353,0.744262295081967,0.937704918032787,0.686274509803922
0,0.4,0.819672131147541,0.816993464052288,0.820261437908497,0.715686274509804,0.888888888888889,0.731147540983607,0.872131147540984,0.673202614379085
0,0.4,0.822950819672131,0.811074918566775,0.862745098039216,0.735294117647059,0.888888888888889,0.763934426229508,0.881967213114754,NA
0,0.4,0.822950819672131,0.856209150326797,0.882352941176471,0.751633986928105,0.918300653594771,0.790163934426229,0.908196721311475,0.709150326797386
0,0.4,0.826229508196721,0.833333333333333,0.869281045751634,0.735294117647059,0.901960784313726,0.760655737704918,0.895081967213115,0.699346405228758
0,0.4,0.829508196721311,0.797385620915033,0.839869281045752,0.709150326797386,0.882352941176471,0.737704918032787,0.891803278688525,0.650326797385621
0,0.5,0.698360655737705,0.781758957654723,0.826797385620915,0.656862745098039,0.895424836601307,0.685245901639344,0.878688524590164,0.601307189542484
0,0.5,0.708196721311475,0.751633986928105,0.794117647058823,0.617647058823529,0.866013071895425,0.622950819672131,0.839344262295082,0.568627450980392
0,0.5,0.711475409836066,0.764705882352941,0.787581699346405,0.624183006535948,0.869281045751634,0.649180327868852,0.852459016393443,0.545751633986928
0,0.5,0.721311475409836,0.778501628664495,0.813725490196078,0.673202614379085,0.882352941176471,0.688524590163934,0.878688524590164,0.61437908496732
0,0.5,0.724590163934426,0.811074918566775,0.849673202614379,0.663398692810457,0.905228758169935,0.681967213114754,0.898360655737705,0.581699346405229
0,0.5,0.731147540983607,0.784313725490196,0.826797385620915,0.643790849673203,0.892156862745098,0.675409836065574,0.865573770491803,NA
0,0.5,0.731147540983607,0.800653594771242,0.823529411764706,0.663398692810457,0.88562091503268,0.711475409836066,0.885245901639344,0.617647058823529
0,0.5,0.734426229508197,0.765472312703583,0.820261437908497,0.640522875816993,0.856209150326797,0.655737704918033,0.842622950819672,0.588235294117647
0,0.5,0.734426229508197,0.788273615635179,0.826797385620915,0.640522875816993,0.898692810457516,0.662295081967213,0.868852459016393,NA
0,0.5,0.740983606557377,0.797385620915033,0.820261437908497,0.673202614379085,0.875816993464052,0.678688524590164,0.862295081967213,NA
0,0.5,0.744262295081967,0.741830065359477,0.803921568627451,0.630718954248366,0.869281045751634,0.652459016393443,0.852459016393443,NA
0,0.5,0.747540983606557,0.736156351791531,0.761437908496732,0.617647058823529,0.80718954248366,0.626229508196721,0.80655737704918,0.57843137254902
0,0.5,0.747540983606557,0.764705882352941,0.794117647058823,0.630718954248366,0.862745098039216,0.642622950819672,0.836065573770492,0.568627450980392
0,0.5,0.750819672131148,0.774509803921569,0.80718954248366,0.656862745098039,0.862745098039216,0.659016393442623,0.855737704918033,NA
0,0.5,0.750819672131148,0.790849673202614,0.833333333333333,0.640522875816993,0.879084967320261,0.652459016393443,0.826229508196721,0.604575163398693
