"","Row.names","meanPropChange","mean.r","mean.o","meanDiff","sdDiff","medianPropChange","median.r","median.o","medianDiff","nTrue","nValid","modelN","modelEstimate","MLM95lb","MLM95ub","simNum","propNull","propAttenuation","squaredError","absoluteError"
"13","bf0repSimBelow3",-0.518472217634122,0.204165154075647,0.41600987393481,-0.211844719859162,0.174146782525291,-0.517109152770819,0.169701658448526,0.365443754271396,-0.160593045511358,116,274,116,-0.137164194195125,-0.15872266855142,-0.115605719838829,2,0.5,0.5,0.000341222824322384,0.0184722176341224
"14","bfrep0SimAbove3",-0.41508712345701,0.235659246144178,0.408971848707778,-0.1733126025636,0.143488271891498,-0.45878544315412,0.194005394329819,0.365443754271396,-0.144990259067429,71,274,71,-0.127201103950727,-0.153373154966948,-0.101029052934505,2,0.5,0.5,0.00721019660280508,0.0849128765429901
"15","BF01Below3",-0.567525791148437,0.187103678344636,0.435231481503083,-0.248127803158448,0.214511908952239,-0.508422250309436,0.17098534729781,0.388423099718296,-0.189978216245657,137,306,137,-0.207575077920676,-0.245240732455409,-0.169909423385943,2,0.5,0.5,0.0045597324702224,0.0675257911484375
"16","bf10SimAbove3",-0.498046199903736,0.221187753157188,0.420078290602262,-0.198890537445074,0.152695443968687,-0.470689876498061,0.179496851990791,0.382246549859148,-0.1645965115185,89,306,89,-0.176421860082934,-0.210429099646045,-0.142414620519824,2,0.5,0.5,3.81733481616079e-06,0.00195380009626389
"17","BF0PBelow3",-0.533070311610683,0.197996142391593,0.433205437684282,-0.235209295292689,0.195825891760374,-0.515079760920945,0.165735177766446,0.384801876134236,-0.185120946895149,145,306,145,-0.184686313521544,-0.213830776506754,-0.155541850536334,2,0.5,0.5,0.00109364551002764,0.0330703116106825
"18","BFP0Above3",-0.443859801020908,0.233537874078663,0.428659274933899,-0.195121400855236,0.146269138241897,-0.469216710223894,0.194005394329819,0.388423099718296,-0.161376250737065,90,306,90,-0.153706239239897,-0.177923512717458,-0.129488965762336,2,0.5,0.5,0.00315172194141207,0.0561401989790923
"19","Overall",-0.769018290704451,0.0976178363254532,0.404449028552332,-0.306831192226879,0.240292783656411,-0.782557647415483,0.0668552407857593,0.342828254415394,-0.249871701502582,314,314,305,-0.276514889187389,-0.322628033959616,-0.230401744415162,3,0.5,0.5,0.0723708407335446,0.269018290704451
"20","StatisticalSignificance",-0.47401068447299,0.214830636559946,0.42109723145102,-0.206266594891074,0.156861010882449,-0.507457450458946,0.175691567859009,0.342828254415394,-0.173156063212531,127,310,127,-0.203497307872826,-0.252878064225455,-0.154116551520198,3,0.5,0.5,0.000675444521562469,0.0259893155270097
"21","Nonequivalence",-0.54661888358035,0.190738348047204,0.429317806568569,-0.238579458521365,0.199805632172953,-0.548926436116989,0.149652324262662,0.342828254415394,-0.188859356026756,163,305,163,-0.228479328938954,-0.291623198322785,-0.165335459555124,3,0.5,0.5,0.00217332030627819,0.0466188835803496
"22","bf0repSimBelow3",-0.465689470491683,0.215983354944405,0.412751052617205,-0.1967676976728,0.153300349964476,-0.508559167000503,0.17008089243838,0.342828254415394,-0.172091726600923,117,273,117,-0.149417533312093,-0.171640147159844,-0.127194919464342,3,0.5,0.5,0.00117721243514112,0.0343105295083175
"23","bfrep0SimAbove3",-0.402897440455103,0.247389581392542,0.423334051450398,-0.175944470057856,0.151759181704641,-0.429253505790072,0.19397618761529,0.354092528962243,-0.157704470998375,73,273,73,-0.15965482285753,-0.221846750439647,-0.0974628952754143,3,0.5,0.5,0.00942890707017024,0.0971025595448969
"24","BF01Below3",-0.577636214540456,0.192805986861468,0.466056813630887,-0.273250826769419,0.266749086124695,-0.521032898222885,0.175318232216392,0.388423099718296,-0.202055452343323,147,306,147,-0.237516568266901,-0.288930038967595,-0.186103097566208,3,0.5,0.5,0.00602738180817166,0.0776362145404557
"25","bf10SimAbove3",-0.509732655736244,0.219915432941063,0.431938527120795,-0.212023094179732,0.149701840767772,-0.508559167000503,0.182819521816653,0.365443754271396,-0.193175930152732,97,306,97,-0.214676393418857,-0.310365144308234,-0.118987642529481,3,0.5,0.5,9.47245876802484e-05,0.00973265573624427
"26","BF0PBelow3",-0.512979899750458,0.215466847359003,0.463964797895226,-0.248497950536224,0.235491267994527,-0.521032898222885,0.172035676049975,0.388423099718296,-0.197013231732906,151,306,151,-0.212167218366645,-0.252276298934167,-0.172058137799124,3,0.5,0.5,0.000168477797531945,0.0129798997504582
"27","BFP0Above3",-0.491607795492684,0.226684417297812,0.436272968502467,-0.209588551204654,0.153279266683877,-0.508559167000503,0.186367647374974,0.367924620459263,-0.186889530605149,101,306,101,-0.215819997958823,-0.309812871478853,-0.121827124438794,3,0.5,0.5,7.04290964926072e-05,0.00839220450731554
"28","Overall",-0.745951012446664,0.102816535697155,0.404449028552332,-0.301632492855177,0.245488820400495,-0.798023318154851,0.0547061142055039,0.342828254415394,-0.249985037519268,314,314,305,-0.282446167692946,-0.32377335580386,-0.241118979582033,4,0.5,0.5,0.0604919005235389,0.245951012446664
"29","StatisticalSignificance",-0.427956014964112,0.223084390570268,0.403638628982307,-0.180554238412039,0.145631425941039,-0.467388338946812,0.169699037902702,0.34,-0.151122101395273,118,308,118,-0.177359640578149,-0.21826444319972,-0.136454837956579,4,0.5,0.5,0.00519033577985121,0.0720439850358877
"30","Nonequivalence",-0.524879685546905,0.194266374603652,0.435856362548001,-0.241589987944349,0.222863810566033,-0.526661405578476,0.149165057533657,0.358203548809242,-0.182066239905006,162,305,162,-0.236939947145049,-0.313778456863899,-0.1601014374262,4,0.5,0.5,0.00061899875291289,0.0248796855469053
"31","bf0repSimBelow3",-0.458415703910461,0.220845374334677,0.400190370242147,-0.179344995907471,0.155567426910995,-0.498602066022023,0.163848118179329,0.312145964276582,-0.147540767298509,116,276,116,-0.137739470672976,-0.176386541852658,-0.0990923994932933,4,0.5,0.5,0.00172925368126244,0.0415842960895389
"32","bfrep0SimAbove3",-0.392466554711081,0.246758775122988,0.394400601119055,-0.147641825996067,0.142259693032976,-0.409763738621792,0.198659724022853,0.309519604203112,-0.126032288645884,73,276,73,-0.123210590572633,-0.166952371298573,-0.079468809846694,4,0.5,0.5,0.011563441855705,0.107533445288919
"33","BF01Below3",-0.510250102872752,0.211310254912696,0.452042128986958,-0.240731874074262,0.230858741508929,-0.513726881035812,0.191098203644476,0.389211549859148,-0.177860108612062,138,306,138,-0.191665631258144,-0.23620270170617,-0.147128560810118,4,0.5,0.5,0.000105064608901989,0.0102501028727515
"34","bf10SimAbove3",-0.400240984353428,0.247142049163234,0.427446219362278,-0.180304170199044,0.138315201298871,-0.444256486064108,0.207427492799849,0.376933426994846,-0.160321685334612,76,306,76,-0.170759430002078,-0.205402187795325,-0.136116672208832,4,0.5,0.5,0.00995186120277302,0.0997590156465721
"35","BF0PBelow3",-0.459327075660305,0.217838414441876,0.433663431455933,-0.215825017014057,0.19731899932939,-0.510307514216802,0.169699037902702,0.360771477423684,-0.16170315085956,148,306,148,-0.190128296711677,-0.236735947788948,-0.143520645634406,4,0.5,0.5,0.00165428677434256,0.040672924339695
"36","BFP0Above3",-0.403883968630275,0.243425657379453,0.419241567215658,-0.175815909836205,0.137596052022141,-0.443294333807429,0.205300243732386,0.354092528962243,-0.149474419778239,89,306,89,-0.164979544580513,-0.196867826354385,-0.13309126280664,4,0.5,0.5,0.00923829148626588,0.0961160313697246
"37","Overall",-0.78424910786236,0.105707153786079,0.404449028552332,-0.298741874766253,0.234683873235822,-0.799945741756721,0.0569691496266479,0.342828254415394,-0.24123805948843,314,314,305,-0.286979021283993,-0.351559777015806,-0.22239826555218,5,0.5,0.5,0.0807975553205477,0.28424910786236
