"","Row.names","meanPropChange","mean.r","mean.o","meanDiff","sdDiff","medianPropChange","median.r","median.o","medianDiff","nTrue","nValid","modelN","modelEstimate","MLM95lb","MLM95ub","simNum","propNull","propAttenuation","squaredError","absoluteError"
"2493","BFP0Above3",-0.614956122717146,0.204535054382507,0.516118901335176,-0.311583846952669,0.228241993953275,-0.765666792792488,0.103301212346896,0.41774,-0.2874654958699,19,306,19,-0.336969181374539,-0.507380745136509,-0.166557617612569,53,0.9,0.8,0.034241236519872,0.185043877282854
"2494","Overall",-0.966057662445046,0.00207080276604101,0.404449028552332,-0.402378225786291,0.272109973706787,-0.998306663515679,0.000402506554592864,0.342828254415394,-0.335845751485159,314,314,305,-0.378080358321579,-0.440286678121451,-0.315874038521708,54,1,0.9,0.00436361476770368,0.0660576624450463
"2495","StatisticalSignificance",-0.177675211514272,0.133131673182503,0.334041603742873,-0.20090993056037,0.272013237122182,-0.468794998437953,0.0996102534497107,0.255412811882995,-0.131346030138804,17,310,17,-0.195278122665108,-0.387088927203868,-0.00346731812634804,54,1,0.9,0.521753100060952,0.722324788485728
"2496","Nonequivalence",-0.714315635021503,0.0767874101776875,0.38670714488004,-0.309919734702353,0.226490196588383,-0.842559883077612,0.0516173431644339,0.324684315936194,-0.25452909303699,76,305,76,-0.332394229693897,-0.547351008168747,-0.117437451219048,54,1,0.9,0.0344786833974676,0.185684364978497
"2497","bf0repSimBelow3",-0.461728922361239,0.135572587635569,0.348108694726918,-0.212536107091349,0.183808738895682,-0.633402793098475,0.0996102534497107,0.238180507391454,-0.16003196702859,33,290,33,-0.0918265750640792,-0.163686066960214,-0.0199670831679441,54,1,0.9,0.192081537494641,0.438271077638761
"2498","bfrep0SimAbove3",0.750419203616477,0.229736776768211,0.25280268183277,-0.0230659050645597,0.112409315448713,0.0521774728384827,0.137101034165923,0.130739850028878,0.0068216749737891,5,290,5,0.0154283935982395,-0.0404901741991135,0.0713469613955925,54,1,0.9,2.72388354766605,1.65041920361648
"2499","BF01Below3",-0.660935386350625,0.0341875806270432,0.554386538616437,-0.520198957989394,0.427213543246743,-0.762615135345633,0.0734194699136854,0.551707796113811,-0.471218382340972,35,306,35,-0.396600585114944,-0.581267789787205,-0.211933380442683,54,1,0.9,0.0571518894993252,0.239064613649375
"2500","bf10SimAbove3",0.0575293409077069,0.106212452100276,0.258655960169523,-0.152443508069247,0.242982943163436,0.0504163769039134,0.0970096062845588,0.130739850028878,0.00399876568429765,10,306,10,-0.15097818344639,-0.334681087524613,0.0327247206318337,54,1,0.9,0.916862438699148,0.957529340907707
"2501","BF0PBelow3",-0.474163139203382,0.140344300161493,0.440818998147171,-0.300474697985678,0.249299140184837,-0.661957134345749,0.105259662726613,0.379712815700815,-0.242480758321891,38,306,38,-0.195882376048863,-0.309018762578256,-0.0827459895194693,54,1,0.9,0.181337032013118,0.425836860796618
"2502","BFP0Above3",0.157560323782833,0.134457248340314,0.221616188033759,-0.0871589396934455,0.166790095669018,0.0504163769039134,0.101226845035137,0.130739850028878,0.00399876568429765,10,306,10,-0.0397343540549347,-0.116355292860684,0.0368865847508151,54,1,0.9,1.11843383843965,1.05756032378283
"2503","Overall",-0.882446934122643,0.0494368769313539,0.404449028552332,-0.355012151620978,0.266665866850116,-0.915802256491324,0.0259876500399097,0.342828254415394,-0.287007344747344,314,314,305,-0.333342692279138,-0.38607707124487,-0.280608313313406,55,0.6,0.7,0.0332868837707522,0.182446934122643
"2504","StatisticalSignificance",-0.565941677357451,0.156959661258419,0.389222839653838,-0.232263178395419,0.169969436616123,-0.637996458100635,0.133682698305112,0.354092528962243,-0.202991586616723,87,307,87,-0.236017623835946,-0.319340351574641,-0.152694896097252,55,0.6,0.7,0.0179716338697337,0.134058322642549
"2505","Nonequivalence",-0.641603533619551,0.132397412169972,0.407786892289025,-0.275389480119052,0.216036938936895,-0.679181960995844,0.111796035576358,0.342828254415394,-0.219091157290173,131,305,131,-0.270281376864807,-0.33068026008408,-0.209882493645535,55,0.6,0.7,0.00341014728572295,0.0583964663804494
"2506","bf0repSimBelow3",-0.592262341969703,0.159729366965765,0.366735819850725,-0.20700645288496,0.16789951783565,-0.579921645803484,0.1347541663681,0.331647108705132,-0.159605418825007,84,283,84,-0.16281495368059,-0.194131151396765,-0.131498755964414,55,0.6,0.7,0.0116074029578532,0.107737658030297
"2507","bfrep0SimAbove3",-0.593613723951171,0.167714562020979,0.351904189573834,-0.184189627552855,0.142887230914409,-0.533158656117335,0.155386212111365,0.365081264481122,-0.156427727965089,48,283,48,-0.170888554800705,-0.214329287757925,-0.127447821843484,55,0.6,0.7,0.0113180397315376,0.106386276048829
"2508","BF01Below3",-0.743489640454458,0.118227664593034,0.465826595582245,-0.347598930989211,0.331348133046797,-0.666026236503501,0.129915923984157,0.39,-0.234205692081481,114,306,114,-0.311586754456571,-0.382199474460319,-0.240974034452823,55,0.6,0.7,0.00189134882685801,0.0434896404544578
"2509","bf10SimAbove3",-0.757168789765822,0.145525982861518,0.415924786788837,-0.270398803927319,0.211009230007831,-0.656127481552096,0.133682698305112,0.39,-0.227479550010999,59,306,59,-0.286727009803073,-0.380361481401619,-0.193092538204526,55,0.6,0.7,0.00326827052328879,0.0571687897658223
"2510","BF0PBelow3",-0.576609748999251,0.163021457286322,0.44027703892518,-0.277255581638858,0.249779630564061,-0.637996458100635,0.136699226790981,0.367924620459263,-0.221038266207497,111,305,111,-0.251769134061458,-0.318845237566417,-0.184693030556498,55,0.6,0.7,0.0152251540420278,0.123390251000749
"2511","BFP0Above3",-0.529649774921548,0.17759714365698,0.411886284992996,-0.234289141336016,0.177490618054145,-0.616942312213887,0.15413158106929,0.388423099718296,-0.204607134083594,61,305,61,-0.251587569180324,-0.375693937757564,-0.127481200603084,55,0.6,0.7,0.0290191991842794,0.170350225078452
"2512","Overall",-0.975593253163266,0.0143206121630997,0.404449028552332,-0.390128416389233,0.253848398739427,-0.984764914563397,0.00449490367055205,0.342828254415394,-0.317891197088412,314,314,305,-0.369661328612152,-0.43355446604241,-0.305768191181894,56,0.8,0.8,0.0308329905564589,0.175593253163266
"2513","StatisticalSignificance",-0.7177240414686,0.134328759604662,0.500488964729943,-0.366160205125281,0.288923925673703,-0.767458538641681,0.08675770373843,0.427805611618112,-0.329687711844449,34,309,34,-0.385267495887403,-0.510308260146522,-0.260226731628284,56,0.8,0.8,0.00676933335226067,0.0822759585314001
"2514","Nonequivalence",-0.802412033220214,0.0831023146256082,0.423986415928383,-0.340884101302775,0.271636592099499,-0.81564444676478,0.052744633985557,0.31001,-0.233151103154345,97,305,97,-0.433059615775359,-0.624029966951531,-0.242089264599188,56,0.8,0.8,5.81790425541803e-06,0.00241203322021444
"2515","bf0repSimBelow3",-0.738351159827138,0.136850348352609,0.383601168616533,-0.246750820263924,0.158408476606933,-0.656355912147481,0.102882491553597,0.309764802101556,-0.19928273931622,38,290,38,-0.156499995789827,-0.217722138010278,-0.0952778535693767,56,0.8,0.8,0.00380057949465908,0.061648840172862
"2516","bfrep0SimAbove3",-0.851767973552496,0.149699030474516,0.377254532530307,-0.227555502055791,0.140759920120603,-0.486984311447535,0.138395735418164,0.31001,-0.192985615182783,5,290,5,-0.14093883274217,-0.236908623114881,-0.0449690423694588,56,0.8,0.8,0.00267992308573197,0.0517679735524964
"2517","BF01Below3",-0.935391260361188,0.0608113796708893,0.602991890170445,-0.542180510499555,0.348915697301579,-0.798291434902882,0.0979926760169562,0.469948340606339,-0.460404546260758,50,306,50,-0.454779901654702,-0.598708165076204,-0.3108516382332,56,0.8,0.8,0.018330793382191,0.135391260361188
"2518","bf10SimAbove3",-0.928207677499563,0.0337287344379921,0.436667146132045,-0.402938411694053,0.306381458402734,-0.785081640960139,0.0880924576100713,0.42,-0.342514505245132,15,306,15,-0.433250515644202,-0.663006859576488,-0.203494171711916,56,0.8,0.8,0.0164372085698319,0.128207677499563
"2519","BF0PBelow3",-0.697316922982812,0.163004358544088,0.58539549595232,-0.422391137408233,0.294039779832293,-0.744527771706631,0.125232604272319,0.45682519486536,-0.35267497303732,46,306,46,-0.405944914575094,-0.551067693225553,-0.260822135924635,56,0.8,0.8,0.0105438143057177,0.102683077017188
"2520","BFP0Above3",-0.714376583597748,0.130800258541504,0.518743617053849,-0.387943358512344,0.238942703134274,-0.74476402904664,0.100994197880836,0.45,-0.362835440829507,15,306,15,-0.404844849367927,-0.577301448981401,-0.232388249754453,56,0.8,0.8,0.00733136943639342,0.0856234164022519
"2521","Overall",-0.865564204760944,0.0401954102260145,0.404449028552332,-0.364253618326318,0.274084635319419,-0.976673269299803,0.00786947834629819,0.342828254415394,-0.302133481466312,314,314,305,-0.351095431887268,-0.407894527203852,-0.294296336570683,57,0.9,0.1,0.586088551611256,0.765564204760944
"2522","StatisticalSignificance",0.0104322781914775,0.291827713271343,0.394913146521383,-0.10308543325004,0.177718772623159,-0.237952773324621,0.235718552124066,0.348460391688818,-0.0676713764257246,44,308,44,-0.0960819645533929,-0.187746951448797,-0.00441697765798862,57,0.9,0.1,0.0121952880665599,0.110432278191478
"2523","Nonequivalence",-0.457274738219881,0.165466893332069,0.410813108188009,-0.24534621485594,0.250246739718628,-0.70054041463951,0.0970350575840281,0.32,-0.202105533128771,103,305,103,-0.193999446358128,-0.277308828819278,-0.110690063896978,57,0.9,0.1,0.127645238570085,0.357274738219881
"2524","bf0repSimBelow3",-0.253215582395786,0.243050629583075,0.386538524049028,-0.143487894465953,0.208425927882596,-0.372145644219456,0.163662720001681,0.281194479704791,-0.115186372504718,55,287,55,-0.0616785143899543,-0.101870822904705,-0.0214862058752033,57,0.9,0.1,0.0234750146888798,0.153215582395786
"2525","bfrep0SimAbove3",0.136783895210346,0.35895185164631,0.396888259832352,-0.0379364081860419,0.129396325155257,-0.157742341268491,0.295227658456231,0.282386162175026,-0.0256084467105174,28,287,28,-0.023111328002385,-0.0588879365513967,0.0126652805466266,57,0.9,0.1,0.0560666130309841,0.236783895210346
"2526","BF01Below3",-0.410553999464588,0.1740426174117,0.510581269203093,-0.336538651791393,0.432794562108306,-0.46673026730556,0.184600109507048,0.398127096417791,-0.196115879910313,67,306,67,-0.311260294448765,-0.470802529508808,-0.151718059388722,57,0.9,0.1,0.0964437865834514,0.310553999464588
"2527","bf10SimAbove3",-0.14726398956844,0.278044482722548,0.39835409430613,-0.120309611583582,0.254265780983752,-0.199469401773121,0.276657028456792,0.357046264481122,-0.0589885766429525,34,306,34,-0.156387029884089,-0.359970954647904,0.0471968948797251,57,0.9,0.1,0.00223388470992557,0.0472639895684397
"2528","BF0PBelow3",-0.284825807977885,0.23276536306188,0.470121567533227,-0.237356204471347,0.287170111084062,-0.389254829114674,0.184600109507048,0.381180652550176,-0.142293738614743,67,306,67,-0.155036492337321,-0.214884190440338,-0.0951887942343037,57,0.9,0.1,0.034160579294678,0.184825807977885
"2529","BFP0Above3",0.0871313592791604,0.320246535490584,0.393708625276147,-0.0734620897855631,0.174754617965622,-0.180934739721937,0.291632000626247,0.354092528962243,-0.0410321435301756,33,306,33,-0.0833477792068809,-0.195981878875218,0.0292863204614565,57,0.9,0.1,0.0350181456256662,0.18713135927916
"2530","Overall",-0.969930070188295,0.00459709262586069,0.404449028552332,-0.399851935926472,0.262356570181516,-0.994102270910499,0.00241950379611769,0.342828254415394,-0.331992514230419,314,314,305,-0.376858204630776,-0.434339314187507,-0.319377095074044,58,1,0.5,0.220834270867176,0.469930070188295
"2531","StatisticalSignificance",-0.396894127652998,0.107707590945495,0.300193537424268,-0.192485946478773,0.164306347980297,-0.660553393447523,0.0696191058583916,0.23948178970936,-0.184399737472013,22,310,22,-0.188196981122058,-0.262150791127662,-0.114243171116454,58,1,0.5,0.0106308209124362,0.103105872347002
"2532","Nonequivalence",-0.723653047753665,0.0847660913260008,0.39653805484728,-0.311771963521279,0.263765533966861,-0.821027740396326,0.0538897044398899,0.271486114764377,-0.231653909853537,76,305,76,-0.286273346282549,-0.383430568769362,-0.189116123795736,58,1,0.5,0.0500206857695031,0.223653047753665
"2533","bf0repSimBelow3",-0.518573353759782,0.152013235152492,0.35284827563656,-0.200835040484068,0.191885781244369,-0.580801261102921,0.082164167967519,0.2194678002524,-0.131007178597341,32,292,32,-0.12339449840427,-0.219110927726476,-0.0276780690820641,58,1,0.5,0.000344969469886011,0.0185733537597821
"2534","bfrep0SimAbove3",-0.188343850580176,0.189064112319702,0.30860120566153,-0.119537093341827,0.165006398681398,-0.340539543696473,0.0768479145174713,0.229432826442352,-0.0444459060371802,7,292,7,-0.112837451853139,-0.273939180719476,0.0482642770131986,58,1,0.5,0.0971295554711917,0.311656149419824
